input,label
把左后车窗开一点，关闭冷暖箱加热,多意图
把右后车窗开一条缝，冷暖箱切换冷藏,多意图
把二排左温度调到22度，调高冰箱温度,多意图
把一排右车窗关闭，关闭对外供电,多意图
打开能量回收高档，打开充电呼吸灯,多意图
关闭ESC，关闭充放电灯,多意图
打开车身稳定系统，关闭充电口盖灯,多意图
把主驾车窗升起来，伴我回家灯时长三十秒,多意图
把副驾靠背直立，寻车灯切换九十秒,多意图
把左后温度调到23度，关闭连续对话,多意图
把右后车窗升起来，打开免唤醒功能,多意图
把二排右车窗开一点，关闭智能免唤醒,多意图
把一排左车窗开一条缝，打开音量随速补偿,多意图
打开自动驻车，均衡器切换重低音曲风,多意图
关闭坡道缓降，打开前排声场,多意图
把主驾温度调到20度，打开蓝牙,多意图
把副驾车窗关闭，关闭热点,多意图
把左后车窗降下来，打开网络界面,多意图
把右后温度调到31度，打开WIFI设置界面,多意图
把二排右温度调到24度，打开控制中心,多意图
把一排左车窗升起来，关闭清洁屏幕,多意图
打开制动缓停，打开屏幕自动亮度,多意图
关闭车身电子稳定，屏幕调到最暗,多意图
打开前向安全辅助，打开屏幕保护,多意图
关闭NOA高速领航，熄灭屏幕,多意图
把主驾坐垫前移，把导航音量调到最小,多意图
把副驾靠背向后倾斜，开启静音,多意图
把左后温度调到26度，取消静音,多意图
把右后车窗开一点，打开触屏音,多意图
把二排右车窗开一条缝，关闭按键音,多意图
把一排右温度调到19度，打开伴我回家灯六十秒,多意图
打开前车起步提醒，寻车灯时长六十秒,多意图
关闭车道偏离预警，打开自动门把手灯,多意图
把主驾温度调到25度，关闭门把手灯,多意图
把副驾温度调到21度，打开解锁灯,多意图
把左后车窗关闭，关闭寻车灯,多意图
把右后温度调到22度，打开上下车自动灯光,多意图
把二排右车窗升起来，关闭自动顶灯,多意图
把一排左车窗开一点，打开阅读灯,多意图
打开紧急车道保持，关闭主驾阅读灯,多意图
打开疲劳驾驶提醒，打开后排阅读灯,多意图
关闭超速提醒，关闭后排顶灯,多意图
打开行人警示音，打开零重力模式,多意图
关闭低速提示音，关闭零重力座椅,多意图
把主驾车窗开一条缝，打开车载冷暖箱,多意图
把副驾坐垫上调，关闭车载冰箱,多意图
把左后温度调到30度，调低冷暖箱温度,多意图
把右后车窗降下来，冷暖箱切换保温,多意图
把二排左温度调到23度，关闭冷暖箱制冷,多意图
把一排右车窗关闭，关闭冷暖箱加热,多意图
打开HDC陡坡缓降，打开充电灯,多意图
关闭车道偏离辅助，关闭补能灯,多意图
把主驾靠背放倒，把充电上限设置百分之五十,多意图
把副驾温度调到18度，充电上限百分之百,多意图
把左后车窗开一点，充电电流设置八安,多意图
把右后温度调到27度，关闭拖车模式,多意图
把二排右车窗开一点，连续对话时长三十秒,多意图
把一排右车窗降下来，打开免唤醒,多意图
打开舒适模式，关闭免唤醒,多意图
关闭标准模式，打开音量随车速补偿,多意图
把主驾温度调到22度，均衡器切换舞曲音效,多意图
把副驾车窗开一条缝，声场恢复默认,多意图
把左后车窗升起来，打开无线局域网,多意图
把右后温度调到21度，关闭移动网络,多意图
把二排右车窗关闭，连接蓝牙,多意图
把一排左车窗开一点，断开蓝牙,多意图
打开拨杆变道，打开Carplay,多意图
关闭高速领航，关闭Carplay,多意图
打开前车起步提醒，打开热点,多意图
把主驾坐垫后移，关闭热点,多意图
把副驾靠背往前收，打开拖车模式,多意图
把左后温度调到24度，打开语音设置,多意图
把右后车窗升起来，打开导航设置,多意图
把二排右温度调到29度，打开车辆设置,多意图
把一排左温度调到23度，打开驾控界面,多意图
打开经济模式，打开安全设置,多意图
关闭湿滑路面模式，打开灯光设置,多意图
把主驾温度调到26度，打开能源管理,多意图
把副驾车窗关闭，打开屏幕深色模式,多意图
把左后车窗开一点，屏幕亮度调到6档,多意图
把右后温度调到20度，屏幕亮度百分之六十,多意图
把二排右车窗开一条缝，媒体音量调到最大,多意图
把一排右车窗升起来，开启静音,多意图
打开自动大灯，取消静音,多意图
关闭智能远光灯，打开触屏提示音,多意图
打开近光灯，关闭按键音,多意图
关闭远光灯，打开伴我回家照明九十秒,多意图
打开位置灯，寻车灯时长三十秒,多意图
关闭示廓灯，关闭自动门把手灯,多意图
打开前雾灯，关闭解锁灯语,多意图
关闭后雾灯，关闭引我寻车灯,多意图
打开驻车制动，关闭上下车自动灯光,多意图
关闭自动驻车，打开自动阅读灯,多意图
打开车道偏离仅预警，关闭自动顶灯,多意图
关闭车道偏离纠偏，打开全车顶灯,多意图
打开前向碰撞预警，关闭室内顶灯,多意图
关闭前车起步提醒，打开前排顶灯,多意图
打开NOA高速领航，关闭前排顶灯,多意图
关闭紧急车道保持，打开主驾顶灯,多意图
打开疲劳驾驶提醒，关闭主驾顶灯,多意图
关闭超速报警，打开副驾顶灯,多意图
打开行人提醒，关闭副驾顶灯,多意图
关闭低速提示音，打开后排室内顶灯,多意图
把主驾车窗降下来，关闭后排顶灯,多意图
把副驾靠背立起来，打开零重力姿态,多意图
把左后温度调到32度，恢复座椅正常坐姿,多意图
把右后车窗开一点，打开冷暖箱制热模式,多意图
把二排左温度调到21度，关闭冷暖箱制冷,多意图
把一排左车窗关闭，冷暖箱切换冷冻,多意图
打开能量回收低档，调高冷暖箱温度,多意图
关闭制动缓停，关闭对外供电,多意图
打开ESC系统，打开充电呼吸灯,多意图
把主驾温度调到17度，关闭充放电灯,多意图
把副驾温度调到24度，关闭充电口盖灯,多意图
把左后车窗开一条缝，伴我回家灯三十秒,多意图
把右后温度调到23度，寻车灯六十秒,多意图
把二排右车窗升起来，关闭连续对话,多意图
把一排右车窗开一点，打开免唤醒,多意图
打开自动门把手灯，关闭智能免唤醒,多意图
关闭门把手灯，打开音量随速补偿,多意图
打开解锁灯，均衡器切换柔和音效,多意图
关闭寻车灯语，声场设置前排,多意图
打开设防模式灯光，打开4G网络,多意图
关闭设防模式，关闭蜂窝网络,多意图
打开标准续航模式，连接蓝牙,多意图
关闭充电上限百分之五十，断开蓝牙,多意图
把主驾坐垫前移，打开Carplay,多意图
把副驾车窗开一点，关闭Carplay,多意图
把左后温度调到28度，打开热点,多意图
把右后车窗关闭，关闭热点,多意图
把二排右温度调到22度，打开驾驶辅助设置,多意图
把一排左车窗降下来，打开灯光设置界面,多意图
打开个性驾驶模式，打开能源管理界面,多意图
关闭田间小径模式，打开安全设置界面,多意图
把主驾温度调到29度，打开语音设置界面,多意图
把副驾靠背向后躺，打开导航设置界面,多意图
把左后车窗升起来，打开连接设置界面,多意图
把右后温度调到21度，打开均衡器调节,多意图
把二排左车窗开一条缝，打开WIFI设置界面,多意图
把一排右车窗关闭，打开蓝牙界面,多意图
打开远光灯，打开热点设置界面,多意图
关闭智能远光灯，打开控制中心,多意图
打开示廓灯，打开下拉菜单,多意图
关闭位置灯，打开清洁屏幕,多意图
打开前雾灯，退出清洁屏幕,多意图
关闭后雾灯，关闭屏幕自动调节,多意图
把主驾靠背直立，屏幕调到最亮,多意图
把副驾坐垫倾角下调，屏幕调到最暗,多意图
把左后温度调到25度，仪表亮度调到最低,多意图
把右后车窗开一点，打开屏幕保护,多意图
把二排右温度调到19度，熄灭屏幕,多意图
把一排左车窗升起来，把语音音量调到最小,多意图
打开前车起步提醒，取消静音,多意图
关闭NOA领航，打开按键音,多意图
打开紧急车道保持，关闭触屏音,多意图
把主驾温度调到20度，打开伴我回家灯六十秒,多意图
把副驾温度调到27度，寻车灯切换九十秒,多意图
把左后车窗开一点，关闭自动顶灯,多意图
把右后温度调到26度，打开阅读灯,多意图
把二排右车窗开一条缝，关闭后排阅读灯,多意图
把一排左车窗开一点，打开主驾零重力座椅,多意图
打开车道偏离预警，关闭副驾零重力座椅,多意图
打开前向安全辅助，打开冷暖箱保温模式,多意图
关闭疲劳驾驶提醒，调低冰箱温度,多意图
关闭超速提醒，关闭对外供电,多意图
打开行人警示音，打开充电灯,多意图
关闭低速提示音，关闭补能灯,多意图
把主驾车窗升起来，把充电上限设置百分之百,多意图
把副驾靠背往前收，充电电流设置八安,多意图
把左后温度调到22度，关闭连续对话,多意图
把右后车窗升起来，打开聆听时长三十秒,多意图
把二排右车窗关闭，关闭免唤醒,多意图
把一排右车窗开一条缝，打开音量随车速补偿,多意图
打开舒适模式，均衡器切换自定义音效,多意图
关闭运动模式，声场恢复默认,多意图
把主驾坐垫后移，打开无线局域网,多意图
把副驾车窗关闭，关闭WiFi,多意图
把左后车窗降下来，打开蜂窝网络,多意图
把右后温度调到30度，关闭4G网络,多意图
把二排左温度调到23度，连接蓝牙设备,多意图
把一排右车窗升起来，断开蓝牙,多意图
打开HDC缓降，打开Carplay,多意图
关闭车身稳定，关闭Carplay,多意图
把主驾温度调到21度，打开热点,多意图
把副驾温度调到25度，关闭热点,多意图
把左后车窗开一点，打开拖车模式,多意图
把右后车窗开一条缝，关闭拖车模式,多意图
把二排右车窗开一点，打开语音助手设置,多意图
把一排左车窗关闭，打开地图设置,多意图
打开自动驻车，打开通用设置界面,多意图
关闭坡道缓降，打开音效设置,多意图
把主驾靠背放倒，打开通知中心,多意图
把副驾坐垫上调，关闭通知中心,多意图
把左后温度调到24度，打开快捷控制界面,多意图
把右后车窗关闭，打开屏幕亮度自动调节,多意图
把二排右温度调到18度，屏幕亮度调到6档,多意图
把一排左车窗开一点，屏幕亮度调到百分之六十,多意图
打开拨杆变道，把媒体音量调到最小,多意图
关闭前车起步提醒，开启静音,多意图
打开前向碰撞预警，打开触屏提示音,多意图
把主驾温度调到31度，关闭按键音,多意图
把副驾车窗开一点，打开伴我回家照明三十秒,多意图
把左后温度调到20度，寻车灯时长六十秒,多意图
把右后车窗升起来，关闭自动门把手灯,多意图
把二排左温度调到27度，关闭解锁灯语,多意图
把一排右车窗降下来，关闭上下车自动灯光,多意图
打开NOA领航，打开自动阅读灯,多意图
关闭紧急车道保持，关闭自动顶灯,多意图
打开疲劳驾驶提醒，打开后排阅读灯,多意图
关闭超速报警，关闭后排顶灯,多意图
打开行人提醒，打开零重力座椅,多意图
关闭低速提示音，退出零重力模式,多意图
把主驾车窗开一条缝，打开车载冷暖箱,多意图
把副驾靠背直立，关闭冷暖箱制热,多意图
把左后温度调到23度，冷暖箱切换冷藏,多意图
把右后温度调到22度，调高冰箱温度,多意图
把二排右车窗开一点，关闭对外供电,多意图
把一排左车窗关闭，打开充电呼吸灯,多意图
打开能量回收中档，关闭充放电灯,多意图
关闭ESC，关闭充电口盖灯,多意图
打开车身稳定系统，伴我回家灯切换90秒,多意图
把主驾坐垫水平复位，寻车灯时长三十秒,多意图
把副驾温度调到19度，关闭连续对话,多意图
把左后车窗开一点，打开免唤醒功能,多意图
把右后温度调到28度，关闭智能免唤醒,多意图
把二排右车窗升起来，打开音量随速补偿,多意图
把一排右车窗开一条缝，均衡器切换流行曲风,多意图
打开自动门把手照明，声场切换前排,多意图
关闭门把手照明灯，打开蓝牙,多意图
打开寻车灯语，关闭热点,多意图
关闭伴我回家灯语，打开网络界面,多意图
把主驾温度调到24度，打开WIFI设置界面,多意图
把副驾车窗关闭，打开控制中心,多意图
把左后车窗降下来，关闭清洁屏幕,多意图
把右后温度调到21度，打开屏幕自动亮度,多意图
把二排右温度调到29度，屏幕调到最暗,多意图
把一排左车窗升起来，打开屏幕保护,多意图
打开制动缓停，熄灭屏幕,多意图
关闭车身电子稳定，把导航音量调到最大,多意图
打开前向安全辅助，取消静音,多意图
关闭NOA高速领航，打开触屏音,多意图
把主驾坐垫前移，关闭按键音,多意图
把副驾靠背向后倾斜，打开伴我回家灯六十秒,多意图
把左后温度调到23度，寻车灯时长九十秒,多意图
把右后车窗开一点，打开自动门把手灯,多意图
把二排右车窗开一条缝，关闭门把手灯,多意图
把一排左温度调到26度，打开解锁灯,多意图
打开车道偏离纠偏，关闭寻车灯,多意图
关闭紧急车道保持，打开上下车自动灯光,多意图
打开前车起步提醒，关闭自动顶灯,多意图
打开疲劳驾驶提醒，打开阅读灯,多意图
关闭超速提醒，关闭主驾阅读灯,多意图
打开行人警示音，打开后排阅读灯,多意图
关闭低速提示音，关闭后排顶灯,多意图
把主驾车窗升起来，打开零重力模式,多意图
把副驾坐垫下调，关闭零重力座椅,多意图
把左后温度调到30度，打开冷暖箱制冷,多意图
把右后车窗开一点，关闭冷暖箱加热,多意图
把二排左温度调到22度，冷暖箱切换保温,多意图
把一排右车窗关闭，调低冷暖箱温度,多意图
打开能量回收高档，关闭对外供电,多意图
关闭车道偏离辅助，打开充电灯,多意图
把主驾靠背往前收，关闭补能灯,多意图
把副驾温度调到18度，把充电上限设置百分之五十,多意图
把左后车窗开一条缝，充电上限百分之百,多意图
把右后温度调到27度，充电电流设置八安,多意图
把二排右车窗升起来，关闭拖车模式,多意图
把一排右车窗开一点，连续对话设置三十秒,多意图
打开舒适模式，打开免唤醒,多意图
关闭标准模式，关闭免唤醒,多意图
把主驾温度调到22度，打开音量随车速补偿,多意图
把副驾车窗开一点，均衡器切换摇滚音效,多意图
把左后车窗升起来，声场恢复默认,多意图
把右后温度调到20度，打开无线局域网,多意图
把二排右车窗关闭，关闭移动网络,多意图
把一排左车窗开一点，连接蓝牙,多意图
打开驻车制动，断开蓝牙,多意图
关闭自动驻车，打开Carplay,多意图
打开HDC陡坡缓降，关闭Carplay,多意图
把主驾坐垫后移，打开热点,多意图
把副驾靠背放倒，关闭热点,多意图
把左后温度调到25度，打开驾驶模式设置,多意图
把右后车窗降下来，打开车道保持设置,多意图
把二排右温度调到21度，打开充电设置,多意图
把一排左车窗关闭，打开行驶安全设置,多意图
打开经济驾驶模式，打开语音助手设置,多意图
关闭湿滑路面模式，打开地图设置,多意图
把主驾温度调到28度，打开连接设置界面,多意图
把副驾车窗开一条缝，打开均衡器音效设置,多意图
把左后车窗开一点，打开WIFI界面,多意图
把右后温度调到23度，打开蓝牙界面,多意图
把二排右车窗开一条缝，打开热点界面,多意图
把一排右车窗升起来，打开下拉菜单,多意图
打开自动大灯，打开清洁屏幕,多意图
关闭智能远光灯，退出清洁屏幕,多意图
打开近光灯，关闭屏幕自动调节,多意图
关闭远光灯，屏幕调到最亮,多意图
打开位置灯，屏幕调到最暗,多意图
关闭示廓灯，仪表亮度最低,多意图
打开前雾灯，打开屏幕保护,多意图
关闭后雾灯，熄灭屏幕,多意图
把主驾靠背直立，把语音音量调到最大,多意图
把副驾坐垫倾角上调，开启静音,多意图
把左后温度调到32度，取消静音,多意图
把右后车窗开一点，打开触屏提示音,多意图
把二排右温度调到19度，关闭按键音,多意图
把一排左车窗降下来，打开伴我回家照明九十秒,多意图
打开拨杆变道，寻车灯时长六十秒,多意图
关闭高速领航，关闭自动顶灯,多意图
打开前车起步提醒，打开全车顶灯,多意图
打开前向碰撞预警，关闭室内顶灯,多意图
把主驾温度调到20度，打开前排顶灯,多意图
把副驾温度调到27度，关闭前排顶灯,多意图
把左后车窗关闭，打开主驾顶灯,多意图
把右后温度调到26度，关闭主驾顶灯,多意图
把二排右车窗开一点，打开副驾顶灯,多意图
把一排左车窗开一条缝，关闭副驾顶灯,多意图
打开车道偏离仅预警，打开后排室内顶灯,多意图
关闭车道偏离纠偏，关闭后排顶灯,多意图
打开NOA高速领航，打开零重力姿态,多意图
关闭紧急车道保持，恢复座椅坐姿,多意图
打开疲劳驾驶提醒，打开车载冷暖箱,多意图
关闭超速报警，关闭冷暖箱制冷,多意图
打开行人提醒，冷暖箱切换冷冻,多意图
关闭低速提示音，调高冰箱温度,多意图
把主驾车窗升起来，关闭对外供电,多意图
把副驾靠背往前收，打开充电呼吸灯,多意图
把左后温度调到22度，关闭充放电灯,多意图
把右后车窗升起来，关闭充电口盖灯,多意图
把二排左温度调到23度，伴我回家灯三十秒,多意图
把一排右车窗关闭，寻车灯切换九十秒,多意图
打开自动门把手灯，关闭连续对话,多意图
关闭门把手灯，打开免唤醒功能,多意图
打开解锁灯，关闭智能免唤醒,多意图
关闭引我寻车灯，打开音量随速补偿,多意图
打开设防模式鸣笛灯光，均衡器切换古典曲风,多意图
关闭设防模式，打开前排声场,多意图
打开动态续航，打开4G蜂窝网络,多意图
关闭百分之五十充电上限，关闭蜂窝网络,多意图
把主驾坐垫前移，连接蓝牙设备,多意图
把副驾车窗关闭，断开蓝牙,多意图
把左后温度调到29度，打开Carplay,多意图
把右后车窗开一点，关闭Carplay,多意图
把二排右车窗开一条缝，打开热点,多意图
把一排左车窗升起来，关闭热点,多意图
打开个性驾驶模式，打开拖车模式,多意图
关闭田间小径模式，关闭拖车模式,多意图
把主驾温度调到21度，打开灯光设置界面,多意图
把副驾靠背向后躺，打开能源管理界面,多意图
把左后车窗开一点，打开安全设置界面,多意图
把右后温度调到24度，打开导航设置界面,多意图
把二排右车窗关闭，打开通用设置界面,多意图
把一排右车窗开一点，打开音效设置,多意图
打开远光灯，打开通知中心,多意图
关闭智能远光灯，关闭通知中心,多意图
打开示廓灯，打开控制中心,多意图
关闭位置灯，打开屏幕亮度自动调节,多意图
打开前雾灯，屏幕亮度调到6,多意图
关闭后雾灯，屏幕亮度调到百分之六十,多意图
把主驾靠背放倒，把媒体音量调到最小,多意图
把副驾坐垫倾角下调，开启静音,多意图
把左后温度调到25度，打开按键音,多意图
把右后车窗开一点，关闭触屏音,多意图
把二排右温度调到20度，打开伴我回家灯六十秒,多意图
把一排左车窗降下来，寻车灯时长三十秒,多意图
打开前车起步提醒，关闭自动门把手灯,多意图
打开紧急车道保持，关闭解锁灯语,多意图
打开车道偏离预警，关闭上下车自动灯光,多意图
把主驾温度调到31度，打开自动阅读灯,多意图
把副驾温度调到22度，关闭自动顶灯,多意图
把左后车窗升起来，打开后排阅读灯,多意图
把右后温度调到27度，关闭后排阅读灯,多意图
把二排左车窗开一点，打开主驾零重力座椅,多意图
把一排右车窗开一条缝，关闭副驾零重力座椅,多意图
打开前向安全辅助，打开冷暖箱制热模式,多意图
关闭疲劳驾驶提醒，冷暖箱切换保温,多意图
关闭超速提醒，调低冰箱温度,多意图
打开行人警示音，关闭对外供电,多意图
关闭低速提示音，打开充电灯,多意图
把主驾车窗开一条缝，关闭补能灯,多意图
把副驾靠背直立，充电上限设置百分之百,多意图
把左后温度调到23度，充电电流设置八安,多意图
把右后车窗关闭，关闭连续对话,多意图
把二排右车窗升起来，聆听时长设置三十秒,多意图
把一排左车窗开一点，关闭免唤醒,多意图
打开舒适模式，打开音量随车速补偿,多意图
关闭运动模式，均衡器切换爵士音效,多意图
把主驾坐垫后移，声场恢复默认,多意图
把副驾车窗开一点，打开无线局域网,多意图
把左后温度调到21度，关闭WiFi,多意图
把右后车窗开一点，打开移动网络,多意图
把二排右温度调到28度，关闭4G网络,多意图
把一排右车窗关闭，连接蓝牙,多意图
打开HDC陡坡缓降，断开蓝牙,多意图
关闭车身稳定系统，打开Carplay,多意图
把主驾温度调到26度，关闭Carplay,多意图
把副驾温度调到20度，打开热点,多意图
把左后车窗开一条缝，关闭热点,多意图
把右后温度调到23度，打开语音设置界面,多意图
把二排右车窗开一点，打开导航设置界面,多意图
把一排左车窗升起来，打开车辆设置页面,多意图
打开自动驻车，打开驾控设置界面,多意图
关闭坡道缓降，打开驾驶辅助设置,多意图
把主驾靠背往前收，打开灯光设置界面,多意图
把副驾坐垫上调，打开能源管理界面,多意图
把左后温度调到24度，打开安全设置界面,多意图
把右后车窗降下来，打开语音助手设置,多意图
把二排右温度调到18度，打开地图设置界面,多意图
把一排右车窗开一点，打开连接设置界面,多意图
打开自动大灯，打开均衡器调节界面,多意图
关闭自动灯光，打开WIFI设置界面,多意图
打开智能远光灯，打开蓝牙界面,多意图
关闭远光灯，打开热点设置界面,多意图
打开位置灯，打开下拉菜单,多意图
关闭示廓灯，打开清洁屏幕,多意图
打开前雾灯，退出清洁屏幕,多意图
关闭后雾灯，关闭屏幕自动调节,多意图
把主驾靠背直立，屏幕调到最亮,多意图
把副驾坐垫下调，屏幕调到最暗,多意图
把左后温度调到30度，仪表亮度最低,多意图
把右后车窗开一条缝，打开屏幕保护,多意图
把二排右车窗开一点，熄灭屏幕,多意图
把一排左车窗关闭，把导航音量调到最小,多意图
打开拨杆变道，取消静音,多意图
关闭NOA领航，打开触屏音,多意图
打开前车起步提醒，关闭按键音,多意图
把主驾温度调到19度，打开伴我回家照明三十秒,多意图
把副驾温度调到25度，寻车灯切换九十秒,多意图
把左后车窗升起来，关闭自动顶灯,多意图
把右后温度调到22度，打开阅读灯,多意图
把二排右车窗开一点，关闭主驾阅读灯,多意图
把一排右车窗降下来，打开后排阅读灯,多意图
打开车道偏离纠偏，关闭后排顶灯,多意图
关闭紧急车道保持，打开零重力座椅,多意图
打开前向碰撞预警，退出零重力模式,多意图
打开疲劳驾驶提醒，打开车载冷暖箱,多意图
关闭超速报警，关闭冷暖箱加热,多意图
打开行人提醒，冷暖箱切换冷藏,多意图
关闭低速提示音，调高冷暖箱温度,多意图
把主驾车窗升起来，关闭对外供电,多意图
把副驾靠背向后躺，打开充电呼吸灯,多意图
把左后温度调到27度，关闭充放电灯,多意图
把右后车窗关闭，关闭充电口盖灯,多意图
把二排左温度调到22度，伴我回家灯六十秒,多意图
把一排左车窗开一条缝，寻车灯时长六十秒,多意图
打开能量回收低档，关闭连续对话,多意图
关闭制动缓停，打开免唤醒功能,多意图
打开ESC系统，关闭智能免唤醒,多意图
把主驾坐垫水平复位，打开音量随速补偿,多意图
把副驾温度调到23度，均衡器切换人声曲风,多意图
把左后车窗开一点，声场切换前排,多意图
把右后温度调到20度，打开蓝牙网络,多意图
把二排右车窗升起来，关闭热点界面,多意图
把一排左车窗开一点，打开网络界面,多意图
打开车身稳定系统，打开WIFI设置,多意图
把主驾温度调到28度，打开控制中心,多意图
把副驾车窗关闭，关闭清洁屏幕,多意图
把左后温度调到21度，打开屏幕自动亮度,多意图
把右后车窗开一点，屏幕调到最暗,多意图
把二排右温度调到29度，打开屏幕保护,多意图
把一排右车窗关闭，熄灭屏幕,多意图
打开驻车制动，把语音音量调到最大,多意图
关闭自动驻车，开启静音,多意图
打开车道偏离预警，取消静音,多意图
关闭前向安全辅助，打开按键音,多意图
把主驾靠背放倒，关闭触屏提示音,多意图
把副驾坐垫倾角上调，打开伴我回家灯六十秒,多意图
把左后温度调到23度，寻车灯时长六十秒,多意图
把右后车窗升起来，关闭自动门把手灯,多意图
把二排右车窗开一条缝，关闭解锁灯语,多意图
把一排右车窗开一点，关闭引我寻车灯,多意图
打开NOA领航，打开上下车自动灯光,多意图
关闭紧急车道保持，关闭自动顶灯,多意图
打开前车起步提醒，打开全车顶灯,多意图
把主驾温度调到21度，关闭全车顶灯,多意图
把副驾温度调到26度，打开前排顶灯,多意图
把左后车窗降下来，关闭前排顶灯,多意图
把右后温度调到22度，打开主驾顶灯,多意图
把二排左车窗关闭，关闭主驾顶灯,多意图
把一排右车窗升起来，打开副驾顶灯,多意图
打开疲劳驾驶提醒，关闭副驾顶灯,多意图
关闭超速提醒，打开后排顶灯,多意图
打开行人警示音，关闭后排顶灯,多意图
关闭低速提示音，打开零重力模式,多意图
把主驾车窗开一点，关闭零重力座椅,多意图
把副驾靠背直立，打开冷暖箱制冷模式,多意图
把左后温度调到31度，关闭冷暖箱制热模式,多意图
把右后车窗开一条缝，冷暖箱切换保温模式,多意图
把二排右温度调到20度，调低冰箱温度,多意图
把一排左车窗开一点，关闭对外供电,多意图
打开能量回收中档，打开充电灯,多意图
关闭ESC，关闭补能灯,多意图
打开车身稳定系统，关闭充放电灯,多意图
把主驾坐垫后移，伴我回家灯切换九十秒,多意图
把副驾温度调到24度，寻车灯时长三十秒,多意图
把左后车窗关闭，关闭连续对话,多意图
打开车窗，播放周杰伦的歌,多意图
关闭车窗，播放周杰伦的歌,多意图
把车窗升到一半，播放周杰伦的歌,多意图
把车窗降下一半，播放周杰伦的歌,多意图
打开主驾车窗，播放周杰伦的歌,多意图
打开副驾车窗，播放周杰伦的歌,多意图
打开后排左侧车窗，播放周杰伦的歌,多意图
打开后排右侧车窗，播放周杰伦的歌,多意图
关闭主驾车窗，播放周杰伦的歌,多意图
关闭副驾车窗，播放周杰伦的歌,多意图
关闭后排左侧车窗，播放周杰伦的歌,多意图
关闭后排右侧车窗，播放周杰伦的歌,多意图
全开所有车窗，播放周杰伦的歌,多意图
关闭全部车窗，播放周杰伦的歌,多意图
打开天窗，播放周杰伦的歌,多意图
关闭天窗，播放周杰伦的歌,多意图
把天窗翘起通风，播放周杰伦的歌,多意图
打开遮阳帘，播放周杰伦的歌,多意图
关闭遮阳帘，播放周杰伦的歌,多意图
打开主驾车窗，暂停周杰伦的歌,多意图
关闭主驾车窗，继续播放周杰伦的歌,多意图
降下后排车窗，切换周杰伦的歌曲,多意图
升起后排车窗，上一首周杰伦的歌,多意图
打开天窗，下一首周杰伦的歌,多意图
关闭天窗，调高周杰伦歌曲音量,多意图
把车窗降三分之一，调低周杰伦歌曲音量,多意图
车窗升到三分之二，把周杰伦的歌静音,多意图
全开四个车窗，取消歌曲静音,多意图
关闭所有车窗，随机播放周杰伦的歌,多意图
打开主副驾车窗，循环播放周杰伦的歌,多意图
打开后排两个车窗，单曲循环周杰伦的歌,多意图
翘起天窗，收藏这首周杰伦的歌,多意图
关闭遮阳帘，删除这首周杰伦的歌,多意图
降下主驾车窗，播放周杰伦的晴天,多意图
升起主驾车窗，播放周杰伦的七里香,多意图
降下副驾车窗，播放周杰伦的稻香,多意图
升起副驾车窗，播放周杰伦的青花瓷,多意图
打开后排左窗，播放周杰伦的夜曲,多意图
关闭后排左窗，播放周杰伦的告白气球,多意图
打开后排右窗，播放周杰伦的双截棍,多意图
关闭后排右窗，播放周杰伦的搁浅,多意图
打开全部车窗，播放周杰伦的简单爱,多意图
关闭全部车窗，播放周杰伦的以父之名,多意图
打开天窗，播放周杰伦的不能说的秘密,多意图
关闭天窗，播放周杰伦的发如雪,多意图
车窗降一半，播放周杰伦的珊瑚海,多意图
车窗升一半，播放周杰伦的黑色毛衣,多意图
主驾车窗留缝隙，播放周杰伦的龙卷风,多意图
副驾车窗留缝隙，播放周杰伦的安静,多意图
后排车窗留缝通风，播放周杰伦的东风破,多意图
锁上车窗，播放周杰伦的千里之外,多意图
解锁车窗，播放周杰伦的退后,多意图
一键降下车窗，播放周杰伦的暗号,多意图
一键升上车窗，播放周杰伦的园游会,多意图
打开主驾车窗，暂停当前歌曲,多意图
打开副驾车窗，重新播放周杰伦的歌,多意图
打开后排车窗，把音量调到三十,多意图
关闭后排车窗，把音量调到五十,多意图
天窗开启，音量调至二十,多意图
天窗关闭，音量调至七十,多意图
车窗半开，播放周杰伦精选歌单,多意图
车窗全闭，播放周杰伦经典老歌,多意图
打开主副车窗，播放周杰伦新歌合集,多意图
关闭主副车窗，播放周杰伦合唱曲目,多意图
后排车窗全部打开，播放周杰伦慢歌,多意图
后排车窗全部关闭，播放周杰伦快歌,多意图
天窗翘起，播放周杰伦抒情歌曲,多意图
遮阳帘拉开，播放周杰伦说唱曲目,多意图
遮阳帘合上，播放周杰伦古风歌曲,多意图
降下主驾玻璃，切到下一首周杰伦歌曲,多意图
升起主驾玻璃，切回上一首周杰伦歌曲,多意图
降下副驾玻璃，重新播放当前曲目,多意图
升起副驾玻璃，开启随机播放,多意图
降下后排左玻璃，关闭随机播放,多意图
升起后排左玻璃，开启列表循环,多意图
降下后排右玻璃，开启单曲循环,多意图
升起后排右玻璃，关闭单曲循环,多意图
全开车窗，收藏整份周杰伦歌单,多意图
全关车窗，清空播放列表,多意图
打开天窗，添加周杰伦歌曲到队列,多意图
关闭天窗，清空播放队列,多意图
车窗留缝，暂停音乐同时开窗,多意图
车窗紧闭，开窗之后继续放歌,多意图
主驾玻璃下降，一边开窗一边听歌,多意图
副驾玻璃上升，关窗之后切换歌曲,多意图
后排车窗半降，降低音量并开窗,多意图
后排车窗半升，提高音量并关窗,多意图
